Temp./Â°C;C1_S3;C1_S5;C2_S3;C2_S5;C3_S3;C3_S5;C4_S3;C4_S5;C5_S3;C5_S5;C6_S3;C6_S5;C7_S3;C7_S5;C8_S3;C8_S5;C9_S3;C9_S5;C10_S3;C10_S5
-27.65517;     -0.28629;      0.29632;     -0.26812;0.27996;     -0.25642;0.29215;     -0.23187;0.28915;     -0.24346;0.28984;     -0.27643;0.30067;     -0.26561;0.28233;     -0.29654;0.30878;     -0.31436;0.31452;     -0.29660;0.30051
-26.65517;     -0.28742;      0.29556;     -0.26919;0.27943;     -0.27181;0.2901;     -0.24743;0.28576;     -0.26007;0.28847;     -0.29789;0.29963;     -0.26513;0.28116;     -0.30165;0.30859;     -0.31737;0.31461;     -0.29747;0.30048
-25.65517;     -0.28762;      0.29407;     -0.26998;0.27876;     -0.28293;0.28855;     -0.26008;0.28113;     -0.27370;0.28732;     -0.30378;0.29895;     -0.26280;0.28004;     -0.30235;0.30855;     -0.31748;0.3149;     -0.29811;0.30045
-24.65517;     -0.28922;      0.29382;     -0.27078;0.27855;     -0.28939;0.28784;     -0.26819;0.27672;     -0.28239;0.28663;     -0.29919;0.29876;     -0.26436;0.27953;     -0.30312;0.30881;     -0.31861;0.31546;     -0.29897;0.30092
-23.65517;     -0.28983;      0.29302;     -0.27162;0.27881;     -0.29127;0.2879;     -0.27048;0.27238;     -0.28534;0.28655;     -0.29992;0.29921;     -0.26572;0.27936;     -0.30380;0.30936;     -0.31938;0.31627;     -0.29999;0.30178
-22.65517;     -0.29090;      0.29377;     -0.27259;0.27916;     -0.29209;0.2887;     -0.27039;0.27037;     -0.28609;0.28703;     -0.30099;0.29981;     -0.26640;0.27974;     -0.30467;0.31013;     -0.32029;0.3173;     -0.30073;0.30272
-21.65517;     -0.29203;      0.29439;     -0.27348;0.27979;     -0.29285;0.28986;     -0.27090;0.27007;     -0.28666;0.28792;     -0.30172;0.30096;     -0.26755;0.28047;     -0.30565;0.31109;     -0.32127;0.31844;     -0.30181;0.30385
-20.65517;     -0.29285;      0.29573;     -0.27450;0.28056;     -0.29371;0.29126;     -0.27162;0.27095;     -0.28745;0.28906;     -0.30262;0.30247;     -0.26867;0.28142;     -0.30658;0.31223;     -0.32224;0.31975;     -0.30300;0.30507
-19.65517;     -0.29417;      0.29729;     -0.27543;0.28146;     -0.29460;0.29278;     -0.27229;0.27233;     -0.28828;0.29034;     -0.30358;0.30401;     -0.26972;0.28254;     -0.30767;0.31336;     -0.32338;0.32107;     -0.30451;0.3064
-18.65517;     -0.29477;      0.29907;     -0.27637;0.28234;     -0.29564;0.29411;     -0.27308;0.27439;     -0.28908;0.29161;     -0.30461;0.30579;     -0.27074;0.28356;     -0.30874;0.31453;     -0.32452;0.32237;     -0.30579;0.30775
-17.65517;     -0.29552;      0.30067;     -0.27722;0.28326;     -0.29665;0.29531;     -0.27387;0.27623;     -0.29000;0.29282;     -0.30558;0.30709;     -0.27174;0.28458;     -0.30992;0.31568;     -0.32574;0.32363;     -0.30727;0.3091
-16.65517;     -0.29696;      0.30197;     -0.27814;0.28415;     -0.29764;0.29633;     -0.27468;0.27788;     -0.29095;0.29399;     -0.30656;0.30836;     -0.27274;0.28555;     -0.31109;0.3167;     -0.32693;0.32485;     -0.30848;0.31042
-15.65517;     -0.29778;      0.30314;     -0.27912;0.28505;     -0.29853;0.2974;     -0.27558;0.27934;     -0.29190;0.29504;     -0.30758;0.3096;     -0.27391;0.28644;     -0.31244;0.3178;     -0.32813;0.32608;     -0.30969;0.31171
-14.65517;     -0.29833;      0.30394;     -0.28004;0.28594;     -0.29939;0.29836;     -0.27654;0.28047;     -0.29289;0.29602;     -0.30856;0.3107;     -0.27502;0.28735;     -0.31371;0.31886;     -0.32934;0.32733;     -0.31088;0.31303
-13.65517;     -0.29972;      0.30460;     -0.28107;0.28681;     -0.30019;0.29928;     -0.27747;0.28152;     -0.29378;0.29692;     -0.31001;0.31182;     -0.27635;0.28817;     -0.31508;0.31982;     -0.33051;0.32854;     -0.31199;0.31429
-12.65517;     -0.30070;      0.30570;     -0.28209;0.2877;     -0.30109;0.3002;     -0.27844;0.28232;     -0.29470;0.2978;     -0.31173;0.31297;     -0.27758;0.28904;     -0.31636;0.32091;     -0.33170;0.32977;     -0.31323;0.31557
-11.65517;     -0.30132;      0.30649;     -0.28315;0.28856;     -0.30201;0.30111;     -0.27931;0.28309;     -0.29560;0.29863;     -0.31270;0.31411;     -0.27893;0.28987;     -0.31753;0.32189;     -0.33282;0.33099;     -0.31440;0.31686
-10.65517;     -0.30266;      0.30725;     -0.28432;0.28941;     -0.30298;0.30198;     -0.28015;0.2838;     -0.29651;0.29949;     -0.31316;0.3153;     -0.28016;0.2907;     -0.31870;0.32284;     -0.33392;0.33217;     -0.31557;0.31807
-9.65517;     -0.30332;      0.30831;     -0.28537;0.29024;     -0.30390;0.3029;     -0.28104;0.28434;     -0.29746;0.30033;     -0.31350;0.31643;     -0.28127;0.29153;     -0.31974;0.3239;     -0.33503;0.33336;     -0.31655;0.31936
-8.65517;     -0.30472;      0.30940;     -0.28645;0.29107;     -0.30483;0.3039;     -0.28194;0.28503;     -0.29845;0.30124;     -0.31390;0.31762;     -0.28230;0.29239;     -0.32079;0.32489;     -0.33599;0.33453;     -0.31778;0.32063
-7.65517;     -0.30548;      0.31040;     -0.28744;0.29198;     -0.30571;0.30487;     -0.28288;0.28583;     -0.29944;0.30219;     -0.31493;0.31882;     -0.28334;0.29333;     -0.32173;0.32593;     -0.33703;0.33571;     -0.31877;0.32195
-6.65517;     -0.30648;      0.31160;     -0.28838;0.29291;     -0.30660;0.30597;     -0.28383;0.28669;     -0.30043;0.3032;     -0.31604;0.32008;     -0.28450;0.29432;     -0.32273;0.32718;     -0.33803;0.33692;     -0.31974;0.32329
-5.65517;     -0.30744;      0.31262;     -0.28929;0.29386;     -0.30753;0.30706;     -0.28470;0.28766;     -0.30136;0.30424;     -0.31716;0.32138;     -0.28575;0.29531;     -0.32383;0.32826;     -0.33907;0.33816;     -0.32076;0.3246
-4.65517;     -0.30819;      0.31359;     -0.29009;0.29476;     -0.30841;0.30812;     -0.28565;0.28866;     -0.30226;0.30531;     -0.31825;0.32265;     -0.28698;0.29635;     -0.32489;0.32939;     -0.34015;0.33941;     -0.32150;0.32585
-3.65517;     -0.30896;      0.31461;     -0.29092;0.29562;     -0.30930;0.30912;     -0.28654;0.28961;     -0.30315;0.30622;     -0.31930;0.3238;     -0.28827;0.29728;     -0.32613;0.33047;     -0.34128;0.34061;     -0.32264;0.32705
-2.65517;     -0.31005;      0.31568;     -0.29177;0.29629;     -0.31013;0.3099;     -0.28741;0.29054;     -0.30401;0.30696;     -0.32026;0.32477;     -0.28936;0.29803;     -0.32754;0.33123;     -0.34245;0.34161;     -0.32381;0.32812
-1.65517;     -0.31030;      0.31649;     -0.29263;0.2968;     -0.31090;0.31055;     -0.28829;0.29125;     -0.30486;0.30753;     -0.32127;0.32555;     -0.29048;0.29866;     -0.32925;0.3319;     -0.34363;0.3425;     -0.32496;0.32902
-0.65517;     -0.31210;      0.31785;     -0.29358;0.29721;     -0.31171;0.31108;     -0.28909;0.29176;     -0.30575;0.30801;     -0.32234;0.32629;     -0.29169;0.29906;     -0.33054;0.33249;     -0.34470;0.34328;     -0.32603;0.32988
0.34483;     -0.31232;      0.31769;     -0.29459;0.29756;     -0.31253;0.31156;     -0.28993;0.29216;     -0.30652;0.30846;     -0.32339;0.32693;     -0.29291;0.2995;     -0.33123;0.33299;     -0.34573;0.34398;     -0.32702;0.33058
1.34483;     -0.31346;      0.31785;     -0.29555;0.29794;     -0.31337;0.31212;     -0.29070;0.29258;     -0.30736;0.30898;     -0.32439;0.32767;     -0.29468;0.29997;     -0.33004;0.33359;     -0.34675;0.34472;     -0.32781;0.33125
2.34483;     -0.31415;      0.31816;     -0.29646;0.29843;     -0.31423;0.31272;     -0.29150;0.2931;     -0.30817;0.30955;     -0.32535;0.32845;     -0.29596;0.30047;     -0.32180;0.33423;     -0.34772;0.34549;     -0.32891;0.33195
3.34483;     -0.31592;      0.31853;     -0.29738;0.29893;     -0.31503;0.31334;     -0.29231;0.29358;     -0.30901;0.31011;     -0.32636;0.32923;     -0.29679;0.30105;     -0.32203;0.33492;     -0.34880;0.34628;     -0.33004;0.33262
4.34483;     -0.31614;      0.31913;     -0.29827;0.29944;     -0.31588;0.31397;     -0.29309;0.29408;     -0.30988;0.3107;     -0.32736;0.33006;     -0.29761;0.30154;     -0.33396;0.33565;     -0.34996;0.34709;     -0.33127;0.33336
5.34483;     -0.31705;      0.31979;     -0.29915;0.29997;     -0.31674;0.31466;     -0.29392;0.29461;     -0.31074;0.31136;     -0.32832;0.3309;     -0.29792;0.30212;     -0.33514;0.33639;     -0.35104;0.34802;     -0.33253;0.33417
6.34483;     -0.31754;      0.32030;     -0.29995;0.30049;     -0.31756;0.31529;     -0.29477;0.29515;     -0.31160;0.31203;     -0.32942;0.33177;     -0.29904;0.3027;     -0.33608;0.3372;     -0.35219;0.34897;     -0.33369;0.33497
7.34483;     -0.31872;      0.32102;     -0.30082;0.30106;     -0.31839;0.31597;     -0.29568;0.29572;     -0.31256;0.31272;     -0.33056;0.33264;     -0.30024;0.30328;     -0.33712;0.33798;     -0.35318;0.34992;     -0.33480;0.33579
8.34483;     -0.31960;      0.32183;     -0.30168;0.3016;     -0.31924;0.31667;     -0.29653;0.29631;     -0.31341;0.3134;     -0.33172;0.33352;     -0.30136;0.30394;     -0.33812;0.33879;     -0.35432;0.35091;     -0.33591;0.3366
9.34483;     -0.32044;      0.32256;     -0.30263;0.30223;     -0.32011;0.31736;     -0.29738;0.29689;     -0.31435;0.31404;     -0.33285;0.33439;     -0.30259;0.30455;     -0.33928;0.33965;     -0.35546;0.35184;     -0.33709;0.33742
10.34483;     -0.32151;      0.32353;     -0.30352;0.30286;     -0.32097;0.31808;     -0.29830;0.29749;     -0.31527;0.31469;     -0.33401;0.33529;     -0.30385;0.30521;     -0.34046;0.34048;     -0.35661;0.35273;     -0.33831;0.33832
11.34483;     -0.32234;      0.32448;     -0.30448;0.30351;     -0.32187;0.31875;     -0.29919;0.29803;     -0.31620;0.31534;     -0.33514;0.33622;     -0.30506;0.30591;     -0.34162;0.34133;     -0.35770;0.35366;     -0.33947;0.33922
12.34483;     -0.32298;      0.32535;     -0.30535;0.30421;     -0.32272;0.31946;     -0.30020;0.29862;     -0.31716;0.31596;     -0.33624;0.33717;     -0.30635;0.30655;     -0.34277;0.3422;     -0.35883;0.35464;     -0.34073;0.34016
13.34483;     -0.32437;      0.32558;     -0.30648;0.30489;     -0.32360;0.32018;     -0.30111;0.29927;     -0.31818;0.31668;     -0.33743;0.33816;     -0.30775;0.3073;     -0.34409;0.34297;     -0.35994;0.35564;     -0.34208;0.34107
14.34483;     -0.32465;      0.32633;     -0.30755;0.30561;     -0.32459;0.32091;     -0.30195;0.29994;     -0.31925;0.31737;     -0.33860;0.33914;     -0.30924;0.30801;     -0.34526;0.34383;     -0.36123;0.35666;     -0.34370;0.34203
15.34483;     -0.32572;      0.32657;     -0.30849;0.3063;     -0.32539;0.32168;     -0.30308;0.30065;     -0.32023;0.31806;     -0.33987;0.3401;     -0.31021;0.30875;     -0.34692;0.3447;     -0.36246;0.35771;     -0.34486;0.343
16.34483;     -0.32636;      0.32738;     -0.30943;0.30697;     -0.32629;0.32241;     -0.30409;0.30129;     -0.32116;0.31882;     -0.34141;0.34109;     -0.31192;0.30951;     -0.34800;0.34558;     -0.36356;0.35874;     -0.34691;0.34403
17.34483;     -0.32717;      0.32833;     -0.31018;0.30765;     -0.32703;0.32313;     -0.30491;0.30196;     -0.32190;0.31951;     -0.34208;0.34207;     -0.31351;0.31026;     -0.34931;0.34652;     -0.36507;0.35977;     -0.34779;0.34504
18.34483;     -0.32892;      0.32898;     -0.31141;0.30835;     -0.32817;0.32387;     -0.30638;0.30261;     -0.32295;0.32022;     -0.34352;0.34307;     -0.31556;0.31106;     -0.35041;0.34742;     -0.36661;0.36084;     -0.34898;0.34603
19.34483;     -0.33014;      0.32985;     -0.31237;0.30908;     -0.32937;0.32464;     -0.30750;0.30327;     -0.32421;0.32099;     -0.34466;0.34407;     -0.31684;0.31187;     -0.35205;0.34838;     -0.36826;0.36187;     -0.35054;0.34704
20.34483;     -0.33143;      0.33067;     -0.31350;0.30982;     -0.33088;0.32542;     -0.30901;0.30397;     -0.32551;0.32176;     -0.34712;0.34505;     -0.32011;0.31272;     -0.35322;0.34931;     -0.37019;0.36298;     -0.35311;0.34805
21.34483;     -0.33330;      0.33156;     -0.31535;0.31059;     -0.33282;0.32622;     -0.31117;0.30467;     -0.32741;0.32252;     -0.34905;0.34607;     -0.32287;0.31354;     -0.35626;0.35026;     -0.37210;0.36405;     -0.35586;0.34914
22.34483;     -0.33586;      0.33209;     -0.31723;0.31131;     -0.33484;0.32703;     -0.31433;0.30536;     -0.32970;0.32328;     -0.35260;0.34709;     -0.32834;0.31436;     -0.35980;0.35127;     -0.37547;0.36516;     -0.35987;0.3502
23.34483;     -0.33932;      0.33298;     -0.32061;0.31204;     -0.33831;0.32782;     -0.31842;0.30613;     -0.33329;0.32406;     -0.35796;0.3481;     -0.33467;0.31522;     -0.36475;0.35223;     -0.38044;0.3663;     -0.36555;0.35132
24.34483;     -0.34549;      0.33365;     -0.32600;0.31281;     -0.34429;0.32862;     -0.32539;0.30686;     -0.33936;0.32482;     -0.36760;0.34916;     -0.34602;0.31606;     -0.37288;0.35325;     -0.38998;0.36738;     -0.37587;0.35245
25.34483;     -0.35533;      0.33279;     -0.33556;0.31357;     -0.35383;0.32943;     -0.33565;0.30767;     -0.34997;0.32562;     -0.38329;0.35023;     -0.36365;0.31695;     -0.38822;0.35427;     -0.40497;0.36854;     -0.39064;0.35357
26.34483;     -0.37137;      0.33548;     -0.35188;0.31436;     -0.36852;0.33024;     -0.35064;0.30843;     -0.36724;0.32647;     -0.40820;0.35128;     -0.38835;0.31783;     -0.41089;0.35527;     -0.42909;0.36966;     -0.41393;0.35474
27.34483;     -0.39088;      0.33610;     -0.37375;0.31513;     -0.38710;0.33107;     -0.36815;0.30922;     -0.38926;0.32726;     -0.44029;0.35241;     -0.41504;0.31872;     -0.44129;0.35629;     -0.46004;0.37082;     -0.44356;0.35586
28.34483;     -0.40903;      0.33682;     -0.39497;0.31589;     -0.40534;0.33191;     -0.38295;0.31002;     -0.40896;0.3281;     -0.46979;0.35355;     -0.43670;0.31964;     -0.47115;0.35732;     -0.49138;0.372;     -0.47312;0.35703
29.34483;     -0.41573;      0.33768;     -0.40501;0.31668;     -0.41543;0.33275;     -0.38862;0.31075;     -0.41698;0.32893;     -0.48712;0.35468;     -0.44601;0.3206;     -0.49089;0.35838;     -0.51412;0.37317;     -0.49189;0.35822
30.34483;     -0.40770;      0.33827;     -0.39936;0.31748;     -0.41165;0.33361;     -0.38133;0.31157;     -0.40971;0.32976;     -0.48594;0.35588;     -0.44050;0.32156;     -0.49363;0.3594;     -0.52081;0.37439;     -0.49614;0.35938
31.34483;     -0.38960;      0.33931;     -0.38061;0.31831;     -0.39525;0.3345;     -0.36368;0.31238;     -0.38984;0.33063;     -0.46586;0.35707;     -0.41659;0.32258;     -0.47736;0.36052;     -0.50620;0.37565;     -0.47974;0.36064
32.34483;     -0.36769;      0.34008;     -0.35751;0.31913;     -0.37396;0.33537;     -0.34386;0.31318;     -0.36693;0.33145;     -0.42979;0.35828;     -0.38235;0.32359;     -0.44364;0.36165;     -0.46995;0.37692;     -0.44544;0.36188
33.34483;     -0.35187;      0.34078;     -0.33922;0.31998;     -0.35616;0.33627;     -0.32895;0.31402;     -0.34970;0.33232;     -0.39423;0.35947;     -0.35387;0.3246;     -0.40777;0.36271;     -0.42932;0.37822;     -0.40633;0.36312
34.34483;     -0.34314;      0.34154;     -0.32901;0.32081;     -0.34566;0.33718;     -0.32141;0.31482;     -0.33984;0.33318;     -0.37205;0.36066;     -0.33729;0.32563;     -0.38315;0.36388;     -0.40109;0.37953;     -0.38095;0.36443
35.34483;     -0.34095;      0.34277;     -0.32508;0.32167;     -0.34143;0.33806;     -0.31828;0.31562;     -0.33609;0.33404;     -0.36087;0.3619;     -0.33150;0.32668;     -0.37098;0.36503;     -0.38753;0.38084;     -0.36864;0.3657
36.34483;     -0.34046;      0.34354;     -0.32392;0.32256;     -0.34025;0.33896;     -0.31784;0.31647;     -0.33545;0.33495;     -0.35783;0.36314;     -0.33011;0.32777;     -0.36695;0.36625;     -0.38241;0.3822;     -0.36479;0.36701
37.34483;     -0.34028;      0.34461;     -0.32422;0.32344;     -0.34030;0.3399;     -0.31811;0.31735;     -0.33562;0.33585;     -0.35695;0.36446;     -0.33045;0.32888;     -0.36609;0.36755;     -0.38164;0.38358;     -0.36371;0.36838
38.34483;     -0.34132;      0.34540;     -0.32483;0.32434;     -0.34077;0.34079;     -0.31853;0.31821;     -0.33607;0.33679;     -0.35739;0.36585;     -0.33102;0.33002;     -0.36643;0.36888;     -0.38168;0.38504;     -0.36439;0.36978
39.34483;     -0.34227;      0.34629;     -0.32538;0.32523;     -0.34120;0.34175;     -0.31895;0.31912;     -0.33648;0.33776;     -0.35835;0.36729;     -0.33192;0.33121;     -0.36728;0.37024;     -0.38258;0.38653;     -0.36510;0.37124
40.34483;     -0.34345;      0.34738;     -0.32601;0.32613;     -0.34171;0.34274;     -0.31948;0.31998;     -0.33700;0.33877;     -0.35907;0.36877;     -0.33294;0.33243;     -0.36804;0.37169;     -0.38337;0.38809;     -0.36592;0.37281
41.34483;     -0.34443;      0.34816;     -0.32668;0.32712;     -0.34239;0.34378;     -0.32012;0.32087;     -0.33776;0.33987;     -0.36013;0.37036;     -0.33402;0.33376;     -0.36889;0.37321;     -0.38421;0.38974;     -0.36685;0.37444
42.34483;     -0.34515;      0.34973;     -0.32738;0.32814;     -0.34309;0.34497;     -0.32080;0.32177;     -0.33848;0.34109;     -0.36126;0.37206;     -0.33514;0.33521;     -0.36985;0.37481;     -0.38526;0.39148;     -0.36789;0.37617
43.34483;     -0.34557;      0.35047;     -0.32830;0.32926;     -0.34383;0.34625;     -0.32154;0.32287;     -0.33932;0.34241;     -0.36330;0.37393;     -0.33625;0.33676;     -0.37096;0.37652;     -0.38638;0.3934;     -0.36896;0.37797
44.34483;     -0.34634;      0.35199;     -0.32913;0.3306;     -0.34457;0.34771;     -0.32234;0.32408;     -0.34015;0.34391;     -0.36376;0.37594;     -0.33744;0.33848;     -0.37206;0.37831;     -0.38757;0.3957;     -0.37010;0.37986
45.34483;     -0.34632;      0.35341;     -0.33005;0.33197;     -0.34531;0.34926;     -0.32314;0.32535;     -0.34092;0.34563;     -0.36412;0.37809;     -0.33876;0.34024;     -0.37327;0.38035;     -0.38876;0.39789;     -0.37130;0.38219
46.34483;     -0.34697;      0.35511;     -0.33081;0.33365;     -0.34607;0.35091;     -0.32392;0.32702;     -0.34177;0.34763;     -0.36350;0.38059;     -0.34007;0.34215;     -0.37454;0.38273;     -0.38998;0.40062;     -0.37256;0.38472
47.34483;     -0.34803;      0.35667;     -0.33163;0.3357;     -0.34686;0.35278;     -0.32478;0.32844;     -0.34257;0.3501;     -0.36446;0.38364;     -0.34139;0.34442;     -0.37590;0.38574;     -0.39117;0.40374;     -0.37395;0.3877
48.34483;     -0.34903;      0.35877;     -0.33248;0.33788;     -0.34769;0.35508;     -0.32556;0.33041;     -0.34343;0.35338;     -0.36550;0.38755;     -0.34278;0.34717;     -0.37722;0.3893;     -0.39252;0.40752;     -0.37536;0.39126
49.34483;     -0.35058;      0.36147;     -0.33357;0.34077;     -0.34860;0.3581;     -0.32637;0.33288;     -0.34432;0.35801;     -0.36671;0.3926;     -0.34424;0.35075;     -0.37857;0.39377;     -0.39387;0.41241;     -0.37690;0.39565
50.34483;     -0.35128;      0.36509;     -0.33446;0.34452;     -0.34951;0.36239;     -0.32731;0.33589;     -0.34527;0.36632;     -0.36789;0.39988;     -0.34569;0.35555;     -0.37999;0.39997;     -0.39538;0.41895;     -0.37837;0.40163
51.34483;     -0.35190;      0.36997;     -0.33555;0.35029;     -0.35045;0.36929;     -0.32827;0.34045;     -0.34624;0.3814;     -0.36906;0.41201;     -0.34727;0.36244;     -0.38146;0.40893;     -0.39691;0.42848;     -0.37999;0.40999
52.34483;     -0.35310;      0.37791;     -0.33644;0.35983;     -0.35142;0.38235;     -0.32928;0.34639;     -0.34727;0.39645;     -0.37027;0.43618;     -0.34891;0.37352;     -0.38292;0.4233;     -0.39856;0.44366;     -0.38162;0.42386
53.34483;     -0.35407;      0.39343;     -0.33743;0.37971;     -0.35239;0.40711;     -0.33028;0.35659;     -0.34826;0.40422;     -0.37157;0.4795;     -0.35041;0.39442;     -0.38444;0.4566;     -0.40017;0.47658;     -0.38331;0.45211
54.34483;     -0.35526;      0.43324;     -0.33849;0.42539;     -0.35334;0.42758;     -0.33132;0.38942;     -0.34927;0.40362;     -0.37286;0.51288;     -0.35187;0.43996;     -0.38596;0.53336;     -0.40185;0.55411;     -0.38497;0.52286
55.34483;     -0.35648;      0.45709;     -0.33943;0.44209;     -0.35429;0.42289;     -0.33229;0.42642;     -0.35029;0.39281;     -0.37421;0.50166;     -0.35319;0.48088;     -0.38749;0.54847;     -0.40346;0.59084;     -0.38654;0.56672
56.34483;     -0.35777;      0.42422;     -0.34053;0.39726;     -0.35515;0.40189;     -0.33322;0.40783;     -0.35120;0.37992;     -0.37544;0.46517;     -0.35454;0.46657;     -0.38894;0.49598;     -0.40491;0.53241;     -0.38798;0.52047
57.34483;     -0.35827;      0.39078;     -0.34142;0.35705;     -0.35605;0.3822;     -0.33414;0.36867;     -0.35214;0.37138;     -0.37669;0.43287;     -0.35579;0.42132;     -0.39033;0.44065;     -0.40628;0.45754;     -0.38909;0.45311
58.34483;     -0.35862;      0.36964;     -0.34232;0.3406;     -0.35682;0.36958;     -0.33492;0.34299;     -0.35299;0.36559;     -0.37766;0.41122;     -0.35679;0.38455;     -0.39153;0.40259;     -0.40734;0.41436;     -0.39006;0.40841
59.34483;     -0.35952;      0.36193;     -0.34311;0.33628;     -0.35753;0.36218;     -0.33559;0.33463;     -0.35374;0.36097;     -0.37841;0.398;     -0.35754;0.36462;     -0.39235;0.3889;     -0.40810;0.40629;     -0.39072;0.39415
60.34483;     -0.35989;      0.35953;     -0.34365;0.33505;     -0.35808;0.35798;     -0.33616;0.33181;     -0.35432;0.35756;     -0.37894;0.38991;     -0.35803;0.35436;     -0.39288;0.38461;     -0.40859;0.40284;     -0.39115;0.39012
61.34483;     -0.36003;      0.35622;     -0.34413;0.33479;     -0.35853;0.3557;     -0.33658;0.33127;     -0.35475;0.35528;     -0.37929;0.38547;     -0.35835;0.34899;     -0.39320;0.38308;     -0.40875;0.40101;     -0.39136;0.38894
62.34483;     -0.35973;      0.35735;     -0.34447;0.33489;     -0.35887;0.35462;     -0.33698;0.33046;     -0.35507;0.35371;     -0.37950;0.3828;     -0.35859;0.34615;     -0.39328;0.38243;     -0.40877;0.4012;     -0.39136;0.38689
63.34483;     -0.35969;      0.35791;     -0.34474;0.33516;     -0.35913;0.35424;     -0.33727;0.33031;     -0.35535;0.3527;     -0.37972;0.3813;     -0.35882;0.34455;     -0.39332;0.38256;     -0.40869;0.40114;     -0.39130;0.38659
64.34483;     -0.36046;      0.35782;     -0.34501;0.33554;     -0.35935;0.35424;     -0.33761;0.33069;     -0.35570;0.35212;     -0.37986;0.38058;     -0.35925;0.34385;     -0.39346;0.38249;     -0.40872;0.4009;     -0.39136;0.38647
65.34483;     -0.36073;      0.35868;     -0.34528;0.33592;     -0.35961;0.35461;     -0.33800;0.33058;     -0.35614;0.35179;     -0.38021;0.38061;     -0.35984;0.34366;     -0.39377;0.38321;     -0.40896;0.40135;     -0.39158;0.3871
66.34483;     -0.36107;      0.35871;     -0.34576;0.33639;     -0.35996;0.35516;     -0.33841;0.33099;     -0.35661;0.35149;     -0.38075;0.38093;     -0.36058;0.34366;     -0.39438;0.38386;     -0.40940;0.40259;     -0.39202;0.3878
67.34483;     -0.36178;      0.35945;     -0.34626;0.33681;     -0.36037;0.35571;     -0.33891;0.33133;     -0.35711;0.35166;     -0.38145;0.3815;     -0.36154;0.34405;     -0.39516;0.38431;     -0.41008;0.40355;     -0.39275;0.38838
68.34483;     -0.36211;      0.36004;     -0.34684;0.33748;     -0.36090;0.35643;     -0.33945;0.33232;     -0.35765;0.35186;     -0.38221;0.38221;     -0.36245;0.34448;     -0.39600;0.38516;     -0.41091;0.40469;     -0.39361;0.38961
69.34483;     -0.36286;      0.36063;     -0.34748;0.33831;     -0.36152;0.35716;     -0.34007;0.33294;     -0.35819;0.35225;     -0.38284;0.38301;     -0.36338;0.34505;     -0.39685;0.38629;     -0.41169;0.4057;     -0.39446;0.39058
70.34483;     -0.36361;      0.36135;     -0.34822;0.33897;     -0.36219;0.35783;     -0.34076;0.33357;     -0.35883;0.35303;     -0.38366;0.3839;     -0.36437;0.34583;     -0.39771;0.38719;     -0.41245;0.40676;     -0.39528;0.39141
71.34483;     -0.36418;      0.36199;     -0.34896;0.33959;     -0.36289;0.35858;     -0.34155;0.33415;     -0.35954;0.35359;     -0.38453;0.38489;     -0.36536;0.34659;     -0.39854;0.38815;     -0.41324;0.40818;     -0.39608;0.39251
